docket,amicus,argDate,argMonth,argYear,caseName,cutoffs_ALL,cutoffs_BREYER,cutoffs_GINSBURG,cutoffs_KENNEDY,cutoffs_ROBERTS,cutoffs_SCALIA,decDate,majVotes,minVotes,winner,words_BREYER,words_GINSBURG,words_KENNEDY,words_ROBERTS,words_SCALIA,sentiment_BREYER,sentiment_GINSBURG,sentiment_KENNEDY,sentiment_ROBERTS,sentiment_SCALIA,petitioner_dk,respondent_dk,caseOrigin_circuit,caseSource_circuit,source_origin_diff,lcDispositionDirection,lcDisposition,issueArea,certReason,jurisdiction,adminAction,adminActionState,BREYER_pet_wc,BREYER_res_wc,BREYER_pet_qc,BREYER_res_qc,BREYER_pet_cc,BREYER_res_cc,GINSBURG_pet_wc,GINSBURG_res_wc,GINSBURG_pet_qc,GINSBURG_res_qc,GINSBURG_pet_cc,GINSBURG_res_cc,KENNEDY_pet_wc,KENNEDY_res_wc,KENNEDY_pet_qc,KENNEDY_res_qc,KENNEDY_pet_cc,KENNEDY_res_cc,ROBERTS_pet_wc,ROBERTS_res_wc,ROBERTS_pet_qc,ROBERTS_res_qc,ROBERTS_pet_cc,ROBERTS_res_cc,SCALIA_pet_wc,SCALIA_res_wc,SCALIA_pet_qc,SCALIA_res_qc,SCALIA_pet_cc,SCALIA_res_cc,neuralegal_resp,neuralegal_pet,BREYER_pet_questions,BREYER_res_questions,BREYER_question_diff,BREYER_avg_words_pet,BREYER_avg_words_res,BREYER_avg_words_diff,BREYER_wc_ratio_pet,BREYER_wc_ratio_res,BREYER_wc_ratio_diff,BREYER_cc_ratio_pet,BREYER_cc_ratio_res,BREYER_cc_ratio_diff,BREYER_qc_ratio_pet,BREYER_qc_ratio_res,BREYER_qc_ratio_diff,GINSBURG_pet_questions,GINSBURG_res_questions,GINSBURG_question_diff,GINSBURG_avg_words_pet,GINSBURG_avg_words_res,GINSBURG_avg_words_diff,GINSBURG_wc_ratio_pet,GINSBURG_wc_ratio_res,GINSBURG_wc_ratio_diff,GINSBURG_cc_ratio_pet,GINSBURG_cc_ratio_res,GINSBURG_cc_ratio_diff,GINSBURG_qc_ratio_pet,GINSBURG_qc_ratio_res,GINSBURG_qc_ratio_diff,KENNEDY_pet_questions,KENNEDY_res_questions,KENNEDY_question_diff,KENNEDY_avg_words_pet,KENNEDY_avg_words_res,KENNEDY_avg_words_diff,KENNEDY_wc_ratio_pet,KENNEDY_wc_ratio_res,KENNEDY_wc_ratio_diff,KENNEDY_cc_ratio_pet,KENNEDY_cc_ratio_res,KENNEDY_cc_ratio_diff,KENNEDY_qc_ratio_pet,KENNEDY_qc_ratio_res,KENNEDY_qc_ratio_diff,ROBERTS_pet_questions,ROBERTS_res_questions,ROBERTS_question_diff,ROBERTS_avg_words_pet,ROBERTS_avg_words_res,ROBERTS_avg_words_diff,ROBERTS_wc_ratio_pet,ROBERTS_wc_ratio_res,ROBERTS_wc_ratio_diff,ROBERTS_cc_ratio_pet,ROBERTS_cc_ratio_res,ROBERTS_cc_ratio_diff,ROBERTS_qc_ratio_pet,ROBERTS_qc_ratio_res,ROBERTS_qc_ratio_diff,SCALIA_pet_questions,SCALIA_res_questions,SCALIA_question_diff,SCALIA_avg_words_pet,SCALIA_avg_words_res,SCALIA_avg_words_diff,SCALIA_wc_ratio_pet,SCALIA_wc_ratio_res,SCALIA_wc_ratio_diff,SCALIA_cc_ratio_pet,SCALIA_cc_ratio_res,SCALIA_cc_ratio_diff,SCALIA_qc_ratio_pet,SCALIA_qc_ratio_res,SCALIA_qc_ratio_diff
12-1173,0,1/14/2014,1,2014,BRANDT TRUST v. UNITED STATES,17,0.5,0.0,-1.0,0.333333333,0.454545455,3/10/2014,8.0,1.0,1.0,0,-1,-1,-1,0,0.0478474,-0.064583333,0.07641369,0.001116071,-0.225955087,0.0,2.0,10.0,10.0,1,1.5,2.0,14,2.0,1,0,0,641,911,7,15,15,32,164,56,2,1,4,3,276,0,5,0,8,1,139,89,2,2,5,6,301,238,8,3,11,13,0.117,0.52,0.466666666667,0.46875,0,42.7333333333,28.46875,1,0.413015463918,0.586984536082,0,0.31914893617,0.68085106383,-1,0.318181818182,0.681818181818,-1,0.5,0.333333333333,0,41.0,18.6666666667,1,0.745454545455,0.254545454545,1,0.571428571429,0.428571428571,0,0.666666666667,0.333333333333,1,0.625,0.0,1,34.5,0.0,1,1.0,0.0,1,0.888888888889,0.111111111111,1,1.0,0.0,1,0.4,0.333333333333,0,27.8,14.8333333333,1,0.609649122807,0.390350877193,1,0.454545454545,0.545454545455,0,0.5,0.5,0,0.727272727273,0.230769230769,1,27.3636363636,18.3076923077,1,0.558441558442,0.441558441558,0,0.458333333333,0.541666666667,0,0.727272727273,0.272727272727,1
12-1182,-1,12/10/2013,12,2013,EPA v. EME HOMER CITY GENERATION,9,1.0,1.0,-0.333333333,-1.0,-0.058823529,4/29/2014,6.0,2.0,1.0,1,1,0,-1,-1,0.067295238,-0.111904762,-0.046428571,0.053606151,0.006429873,2.0,14.0,12.0,12.0,1,1.0,8.0,8,11.0,1,1,0,101,1113,0,8,2,13,0,30,0,1,1,1,178,185,4,1,5,4,460,160,5,2,10,5,787,405,9,12,19,20,0.139,0.038,0.0,0.615384615385,-1,50.5,85.6153846154,-1,0.0831960461285,0.916803953871,-1,0.133333333333,0.866666666667,-1,0.0,1.0,-1,0.0,1.0,-1,0.0,30.0,-1,0.0,1.0,-1,0.5,0.5,0,0.0,1.0,-1,0.8,0.25,1,35.6,46.25,-1,0.490358126722,0.509641873278,0,0.555555555556,0.444444444444,0,0.8,0.2,1,0.5,0.4,0,46.0,32.0,1,0.741935483871,0.258064516129,1,0.666666666667,0.333333333333,1,0.714285714286,0.285714285714,1,0.473684210526,0.6,0,41.4210526316,20.25,1,0.660234899329,0.339765100671,1,0.487179487179,0.512820512821,0,0.428571428571,0.571428571429,0
12-1184,1,2/26/2014,2,2014,OCTANE FITNESS LLC v. ICON HEALTH & FITNESS INC.,1,0.333333333,0.333333333,-1.0,0.0,-0.166666667,4/29/2014,9.0,0.0,1.0,1,1,-1,-1,-1,-0.123170002,0.069070513,-0.042013889,-0.167003968,0.019080464,1.0,1.0,8.0,13.0,0,1.0,2.0,6,12.0,1,0,0,133,886,2,5,3,12,147,242,2,1,4,8,163,94,4,1,8,2,314,41,3,1,8,4,394,152,11,2,17,8,0.392,0.899,0.666666666667,0.416666666667,1,44.3333333333,73.8333333333,-1,0.130520117763,0.869479882237,-1,0.2,0.8,-1,0.285714285714,0.714285714286,-1,0.5,0.125,1,36.75,30.25,1,0.377892030848,0.622107969152,-1,0.333333333333,0.666666666667,-1,0.666666666667,0.333333333333,1,0.5,0.5,0,20.375,47.0,-1,0.634241245136,0.365758754864,1,0.8,0.2,1,0.8,0.2,1,0.375,0.25,0,39.25,10.25,1,0.884507042254,0.115492957746,1,0.666666666667,0.333333333333,1,0.75,0.25,1,0.647058823529,0.25,1,23.1764705882,19.0,1,0.721611721612,0.278388278388,1,0.68,0.32,1,0.846153846154,0.153846153846,1
12-123X,0,3/20/2013,3,2013,MARVIN D. HORNE et al. PETITIONERS v. DEPARTMENT OF AGRICULTURE,9,1.0,-0.666666667,1.0,1.0,0.555555556,6/10/2013,9.0,0.0,1.0,1,-1,0,1,1,-0.043649485,0.121924603,0.25,0.091326531,0.121188187,1.0,2.0,9.0,9.0,1,1.0,2.0,4,2.0,1,1,0,324,650,4,6,21,33,358,82,8,3,22,5,103,148,1,2,4,14,51,133,1,4,2,7,132,377,8,7,14,26,0.154,0.575,0.190476190476,0.181818181818,0,15.4285714286,19.696969697,-1,0.332648870637,0.667351129363,-1,0.388888888889,0.611111111111,-1,0.4,0.6,0,0.363636363636,0.6,-1,16.2727272727,16.4,0,0.813636363636,0.186363636364,1,0.814814814815,0.185185185185,1,0.727272727273,0.272727272727,1,0.25,0.142857142857,0,25.75,10.5714285714,1,0.410358565737,0.589641434263,0,0.222222222222,0.777777777778,-1,0.333333333333,0.666666666667,-1,0.5,0.571428571429,0,25.5,19.0,1,0.277173913043,0.722826086957,-1,0.222222222222,0.777777777778,-1,0.2,0.8,-1,0.571428571429,0.269230769231,1,9.42857142857,14.5,-1,0.259332023576,0.740667976424,-1,0.35,0.65,-1,0.533333333333,0.466666666667,0
12-126X,0,2/25/2013,2,2013,GREG MCQUIGGIN WARDEN PETITIONER v. FLOYD PERKINS,2,0.8,0.0,-0.2,0.555555556,-1.0,5/28/2013,5.0,4.0,1.0,1,1,-1,1,-1,-0.123199588,-0.001475593,-0.086346726,-0.172183508,-0.153125,3.0,5.0,6.0,6.0,1,2.0,1.5,1,2.0,1,1,1,71,392,4,14,4,35,148,353,8,3,10,16,251,62,3,3,12,5,100,606,2,14,7,35,39,0,3,0,5,1,0.274,0.842,1.0,0.4,1,17.75,11.2,1,0.153347732181,0.846652267819,-1,0.102564102564,0.897435897436,-1,0.222222222222,0.777777777778,-1,0.8,0.1875,1,14.8,22.0625,-1,0.295409181637,0.704590818363,-1,0.384615384615,0.615384615385,-1,0.727272727273,0.272727272727,1,0.25,0.6,-1,20.9166666667,12.4,1,0.801916932907,0.198083067093,1,0.705882352941,0.294117647059,1,0.5,0.5,0,0.285714285714,0.4,0,14.2857142857,17.3142857143,-1,0.14164305949,0.85835694051,-1,0.166666666667,0.833333333333,-1,0.125,0.875,-1,0.6,0.0,1,7.8,0.0,1,1.0,0.0,1,0.833333333333,0.166666666667,1,1.0,0.0,1
12-1281,-1,1/13/2014,1,2014,NLRB v. NOEL CANNING,-25,-0.5,0.0,0.0,-0.75,-0.833333333,6/26/2014,9.0,0.0,0.0,-1,-1,-1,-1,-1,-0.004528529,-0.069757576,-0.17015873,0.059498069,0.035173611,2.0,1.0,12.0,12.0,1,1.0,8.0,13,11.0,1,1,0,1160,687,12,5,24,17,392,178,4,1,7,4,267,150,4,2,5,5,628,92,2,0,3,4,435,120,4,0,20,3,0.52,0.575,0.5,0.294117647059,1,48.3333333333,40.4117647059,1,0.628045479155,0.371954520845,1,0.585365853659,0.414634146341,0,0.705882352941,0.294117647059,1,0.571428571429,0.25,1,56.0,44.5,1,0.687719298246,0.312280701754,1,0.636363636364,0.363636363636,1,0.8,0.2,1,0.8,0.4,1,53.4,30.0,1,0.640287769784,0.359712230216,1,0.5,0.5,0,0.666666666667,0.333333333333,1,0.666666666667,0.0,1,209.333333333,23.0,1,0.872222222222,0.127777777778,1,0.428571428571,0.571428571429,0,1.0,0.0,1,0.2,0.0,0,21.75,40.0,-1,0.783783783784,0.216216216216,1,0.869565217391,0.130434782609,1,1.0,0.0,1
12-1315,1,1/21/2014,1,2014,PETRELLA v. METRO-GOLDWYN-MAYER INC.,8,-0.333333333,-1.0,0.0,1.0,-0.166666667,5/19/2014,6.0,3.0,1.0,-1,0,0,1,-1,0.301680996,0.124747475,-0.059391534,0.096626984,-0.037181981,0.0,0.0,9.0,9.0,1,2.0,2.0,8,2.0,1,0,0,499,60,4,0,10,3,117,115,2,3,2,3,123,94,1,2,2,3,61,121,1,1,3,5,635,192,8,4,15,9,0.16,0.841,0.4,0.0,1,49.9,20.0,1,0.892665474061,0.107334525939,1,0.769230769231,0.230769230769,1,1.0,0.0,1,1.0,1.0,0,58.5,38.3333333333,1,0.504310344828,0.495689655172,0,0.4,0.6,0,0.4,0.6,0,0.5,0.666666666667,0,61.5,31.3333333333,1,0.566820276498,0.433179723502,0,0.4,0.6,0,0.333333333333,0.666666666667,-1,0.333333333333,0.2,0,20.3333333333,24.2,-1,0.335164835165,0.664835164835,-1,0.375,0.625,-1,0.5,0.5,0,0.533333333333,0.444444444444,0,42.3333333333,21.3333333333,1,0.767835550181,0.232164449819,1,0.625,0.375,1,0.666666666667,0.333333333333,1
12-133X,-1,2/27/2013,2,2013,AMERICAN EXPRESS COMPANY et al. PETITIONERS v. ITALIAN COLORS RESTAURANT et al.,3,-0.076923077,-0.777777778,0.333333333,0.333333333,0.619047619,6/20/2013,5.0,3.0,0.0,1,-1,-1,0,1,-0.03714307,-0.020020415,0.070601852,0.072083333,0.094380186,1.0,1.0,-1.0,2.0,0,2.0,4.0,8,11.0,1,0,0,243,1364,4,16,21,56,669,63,8,2,32,3,209,112,2,1,5,7,257,262,1,6,16,14,173,611,7,16,12,44,0.041,0.043,0.190476190476,0.285714285714,0,11.5714285714,24.3571428571,-1,0.151213441195,0.848786558805,-1,0.272727272727,0.727272727273,-1,0.2,0.8,-1,0.25,0.666666666667,-1,20.90625,21.0,0,0.91393442623,0.0860655737705,1,0.914285714286,0.0857142857143,1,0.8,0.2,1,0.4,0.142857142857,1,41.8,16.0,1,0.651090342679,0.348909657321,1,0.416666666667,0.583333333333,0,0.666666666667,0.333333333333,1,0.0625,0.428571428571,-1,16.0625,18.7142857143,-1,0.495183044316,0.504816955684,0,0.533333333333,0.466666666667,0,0.142857142857,0.857142857143,-1,0.583333333333,0.363636363636,1,14.4166666667,13.8863636364,1,0.220663265306,0.779336734694,-1,0.214285714286,0.785714285714,-1,0.304347826087,0.695652173913,-1
12-135X,0,3/25/2013,3,2013,OXFORD HEALTH PLANS LLC PETITIONER v. JOHN IVAN SUTTER,6,0.0,0.142857143,-0.333333333,1.0,0.2,6/10/2013,9.0,0.0,0.0,1,-1,1,1,1,-0.045502646,0.014030137,-0.05375,-0.071070165,-0.094563056,1.0,0.0,3.0,3.0,1,1.0,2.0,8,12.0,1,0,0,147,496,1,5,5,33,349,213,2,7,16,12,66,260,3,5,4,12,169,407,1,3,7,20,212,462,4,17,11,31,0.261,0.808,0.2,0.151515151515,0,29.4,15.0303030303,1,0.228615863142,0.771384136858,-1,0.131578947368,0.868421052632,-1,0.166666666667,0.833333333333,-1,0.125,0.583333333333,-1,21.8125,17.75,1,0.620996441281,0.379003558719,1,0.571428571429,0.428571428571,0,0.222222222222,0.777777777778,-1,0.75,0.416666666667,1,16.5,21.6666666667,-1,0.20245398773,0.79754601227,-1,0.25,0.75,-1,0.375,0.625,-1,0.142857142857,0.15,0,24.1428571429,20.35,1,0.293402777778,0.706597222222,-1,0.259259259259,0.740740740741,-1,0.25,0.75,-1,0.363636363636,0.548387096774,0,19.2727272727,14.9032258065,1,0.314540059347,0.685459940653,-1,0.261904761905,0.738095238095,-1,0.190476190476,0.809523809524,-1
12-1371,0,1/15/2014,1,2014,UNITED STATES v. CASTLEMAN,7,1.0,0.333333333,-1.0,-1.0,-0.333333333,3/26/2014,9.0,0.0,1.0,1,1,-1,-1,0,-0.045243642,0.163541667,-0.1875,-0.025358423,0.007804233,2.0,3.0,6.0,6.0,1,2.0,2.0,1,2.0,1,0,0,0,951,0,11,1,24,73,136,0,2,2,5,94,0,2,0,2,1,293,25,9,0,15,2,441,313,11,7,24,11,0.18,0.795,0.0,0.458333333333,-1,0.0,39.625,-1,0.0,1.0,-1,0.04,0.96,-1,0.0,1.0,-1,0.0,0.4,-1,36.5,27.2,1,0.349282296651,0.650717703349,-1,0.285714285714,0.714285714286,-1,0.0,1.0,-1,1.0,0.0,1,47.0,0.0,1,1.0,0.0,1,0.666666666667,0.333333333333,1,1.0,0.0,1,0.6,0.0,1,19.5333333333,12.5,1,0.921383647799,0.0786163522013,1,0.882352941176,0.117647058824,1,1.0,0.0,1,0.458333333333,0.636363636364,0,18.375,28.4545454545,-1,0.584880636605,0.415119363395,0,0.685714285714,0.314285714286,1,0.611111111111,0.388888888889,1
12-138X,1,12/2/2013,12,2013,BG GROUP PLC v. REPUBLIC OF ARGENTINA,-11,-0.6,-0.2,0.333333333,-1.0,-0.6,3/5/2014,7.0,2.0,1.0,-1,0,-1,-1,0,-0.076628151,0.101875,-0.134183673,0.044990363,-0.141666667,0.0,0.0,12.0,12.0,1,2.0,1.5,8,10.0,1,0,0,643,289,3,2,9,4,280,232,4,6,5,7,184,57,1,0,3,3,481,224,1,3,12,4,132,95,1,1,8,4,0.151,0.851,0.333333333333,0.5,0,71.4444444444,72.25,-1,0.68991416309,0.31008583691,1,0.692307692308,0.307692307692,1,0.6,0.4,0,0.8,0.857142857143,0,56.0,33.1428571429,1,0.546875,0.453125,0,0.416666666667,0.583333333333,0,0.4,0.6,0,0.333333333333,0.0,1,61.3333333333,19.0,1,0.763485477178,0.236514522822,1,0.5,0.5,0,1.0,0.0,1,0.0833333333333,0.75,-1,40.0833333333,56.0,-1,0.682269503546,0.317730496454,1,0.75,0.25,1,0.25,0.75,-1,0.125,0.25,0,16.5,23.75,-1,0.581497797357,0.418502202643,0,0.666666666667,0.333333333333,1,0.5,0.5,0
12-1408,0,1/14/2014,1,2014,UNITED STATES v. QUALITY STORES INC. et al.,1,1.0,-0.333333333,-1.0,0.0,0.0,3/25/2014,8.0,0.0,1.0,1,0,-1,-1,0,-0.056511905,-0.116666667,0.183333333,-0.04375,-0.156944444,2.0,1.0,6.0,6.0,1,1.0,2.0,12,2.0,1,0,0,0,345,0,4,1,7,120,112,4,6,4,8,71,0,4,0,5,1,122,16,1,0,4,1,160,133,1,6,6,9,0.36,0.56,0.0,0.571428571429,-1,0.0,49.2857142857,-1,0.0,1.0,-1,0.125,0.875,-1,0.0,1.0,-1,1.0,0.75,1,30.0,14.0,1,0.51724137931,0.48275862069,0,0.333333333333,0.666666666667,-1,0.4,0.6,0,0.8,0.0,1,14.2,0.0,1,1.0,0.0,1,0.833333333333,0.166666666667,1,1.0,0.0,1,0.25,0.0,1,30.5,16.0,1,0.884057971014,0.115942028986,1,0.8,0.2,1,1.0,0.0,1,0.166666666667,0.666666666667,-1,26.6666666667,14.7777777778,1,0.546075085324,0.453924914676,0,0.4,0.6,0,0.142857142857,0.857142857143,-1
12-142X,1,3/19/2013,3,2013,MUTUAL PHARMACEUTICAL COMPANY INC. PETITIONER v. KAREN L. BARTLETT,-11,1.0,-1.0,1.0,0.2,0.0,6/24/2013,5.0,4.0,1.0,1,-1,1,0,1,0.014067055,0.066005291,0.219520202,-0.03246337,-0.239415584,1.0,0.0,1.0,1.0,1,2.0,2.0,10,12.0,1,0,0,26,726,0,7,2,34,185,62,5,0,9,5,21,134,1,5,1,9,340,282,1,4,15,15,7,94,0,2,1,6,0.266,0.581,0.0,0.205882352941,-1,13.0,21.3529411765,-1,0.0345744680851,0.965425531915,-1,0.0555555555556,0.944444444444,-1,0.0,1.0,-1,0.555555555556,0.0,1,20.5555555556,12.4,1,0.748987854251,0.251012145749,1,0.642857142857,0.357142857143,1,1.0,0.0,1,1.0,0.555555555556,1,21.0,14.8888888889,1,0.135483870968,0.864516129032,-1,0.1,0.9,-1,0.166666666667,0.833333333333,-1,0.0666666666667,0.266666666667,0,22.6666666667,18.8,1,0.546623794212,0.453376205788,0,0.5,0.5,0,0.2,0.8,-1,0.0,0.333333333333,-1,7.0,15.6666666667,-1,0.0693069306931,0.930693069307,-1,0.142857142857,0.857142857143,-1,0.0,1.0,-1
12-144X,-1,3/26/2013,3,2013,HOLLINGSWORTH v. PERRY,-2,0.0,-0.6,0.0,0.538461538,0.2,6/26/2013,5.0,4.0,0.0,0,-1,0,1,1,0.024900959,0.122142857,0.071118052,0.173952641,-0.208367347,0.0,14.0,9.0,9.0,1,2.0,2.0,9,12.0,1,0,0,440,419,6,4,17,22,334,96,3,1,22,3,259,268,3,0,12,13,195,721,2,9,13,38,297,318,5,17,18,36,0.343,0.623,0.352941176471,0.181818181818,0,25.8823529412,19.0454545455,1,0.512223515716,0.487776484284,0,0.435897435897,0.564102564103,0,0.6,0.4,0,0.136363636364,0.333333333333,0,15.1818181818,32.0,-1,0.776744186047,0.223255813953,1,0.88,0.12,1,0.75,0.25,1,0.25,0.0,1,21.5833333333,20.6153846154,1,0.491461100569,0.508538899431,0,0.48,0.52,0,1.0,0.0,1,0.153846153846,0.236842105263,0,15.0,18.9736842105,-1,0.21288209607,0.78711790393,-1,0.254901960784,0.745098039216,-1,0.181818181818,0.818181818182,-1,0.277777777778,0.472222222222,0,16.5,8.83333333333,1,0.482926829268,0.517073170732,0,0.333333333333,0.666666666667,-1,0.227272727273,0.772727272727,-1
12-1493,0,1/22/2014,1,2014,ABRAMSKI v. UNITED STATES,-1,-0.333333333,-1.0,0.333333333,1.0,0.2,6/16/2014,5.0,4.0,0.0,1,0,-1,1,0,0.181105442,0.403571429,-0.053928571,-0.166162132,0.154289216,3.0,2.0,4.0,4.0,1,2.0,2.0,1,2.0,1,1,1,146,541,1,3,4,9,98,105,2,1,3,2,185,100,1,1,2,4,81,389,2,6,3,18,407,400,7,8,11,16,0.006,0.993,0.25,0.333333333333,0,36.5,60.1111111111,-1,0.212518195051,0.787481804949,-1,0.307692307692,0.692307692308,-1,0.25,0.75,-1,0.666666666667,0.5,0,32.6666666667,52.5,-1,0.48275862069,0.51724137931,0,0.6,0.4,0,0.666666666667,0.333333333333,1,0.5,0.25,1,92.5,25.0,1,0.649122807018,0.350877192982,1,0.333333333333,0.666666666667,-1,0.5,0.5,0,0.666666666667,0.333333333333,1,27.0,21.6111111111,1,0.172340425532,0.827659574468,-1,0.142857142857,0.857142857143,-1,0.25,0.75,-1,0.636363636364,0.5,0,37.0,25.0,1,0.504337050805,0.495662949195,0,0.407407407407,0.592592592593,0,0.466666666667,0.533333333333,0
12-158X,0,11/5/2013,11,2013,BOND v. UNITED STATES,1,1.0,0.0,0.0,1.0,1.0,6/2/2014,9.0,0.0,1.0,1,-1,0,1,1,0.001004728,-0.005952381,0.191666667,0.063316993,-0.129201681,3.0,2.0,3.0,3.0,1,1.0,2.0,1,12.0,1,0,0,17,988,1,11,1,47,127,67,0,2,7,2,92,92,2,1,2,6,48,736,1,4,2,33,60,405,2,3,5,17,0.433,0.682,1.0,0.234042553191,1,17.0,21.0212765957,-1,0.0169154228856,0.983084577114,-1,0.0208333333333,0.979166666667,-1,0.0833333333333,0.916666666667,-1,0.0,1.0,-1,18.1428571429,33.5,-1,0.654639175258,0.345360824742,1,0.777777777778,0.222222222222,1,0.0,1.0,-1,1.0,0.166666666667,1,46.0,15.3333333333,1,0.5,0.5,0,0.25,0.75,-1,0.666666666667,0.333333333333,1,0.5,0.121212121212,1,24.0,22.303030303,1,0.0612244897959,0.938775510204,-1,0.0571428571429,0.942857142857,-1,0.2,0.8,-1,0.4,0.176470588235,1,12.0,23.8235294118,-1,0.129032258065,0.870967741935,-1,0.227272727273,0.772727272727,-1,0.4,0.6,0
12-167X,0,4/15/2013,4,2013,UNITED STATES PETITIONER v. ANTHONY DAVILA,6,0.0,-0.5,0.333333333,0.75,0.0,6/13/2013,9.0,0.0,1.0,-1,0,-1,1,0,-0.339940476,-0.237429237,-0.096564626,0.070475223,0.0,2.0,3.0,11.0,11.0,1,2.0,1.5,1,2.0,1,0,0,203,105,4,0,8,5,253,270,5,3,9,11,155,52,2,1,6,5,49,502,2,7,4,18,0,0,0,0,1,1,0.536,0.983,0.5,0.0,1,25.375,21.0,1,0.659090909091,0.340909090909,1,0.615384615385,0.384615384615,1,1.0,0.0,1,0.555555555556,0.272727272727,1,28.1111111111,24.5454545455,1,0.483747609943,0.516252390057,0,0.45,0.55,0,0.625,0.375,1,0.333333333333,0.2,0,25.8333333333,10.4,1,0.748792270531,0.251207729469,1,0.545454545455,0.454545454545,0,0.666666666667,0.333333333333,1,0.5,0.388888888889,0,12.25,27.8888888889,-1,0.0889292196007,0.911070780399,-1,0.181818181818,0.818181818182,-1,0.222222222222,0.777777777778,-1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5,0.5,0,0.0,0.0,0
12-207X,1,2/26/2013,2,2013,MARYLAND PETITIONER v. ALONZO JAY KING JR.,8,0.5,-0.2,0.555555556,0.25,-0.6,6/3/2013,5.0,4.0,1.0,1,-1,1,1,-1,-0.021660757,0.030357143,-0.002083333,-0.058683547,-0.045833333,5.0,3.0,0.0,0.0,1,2.0,1.0,1,6.0,1,0,0,195,566,6,10,14,33,199,96,5,2,9,4,51,335,2,10,4,20,374,623,13,9,20,28,189,89,3,1,13,8,0.073,0.682,0.428571428571,0.30303030303,0,13.9285714286,17.1515151515,-1,0.256241787122,0.743758212878,-1,0.297872340426,0.702127659574,-1,0.375,0.625,-1,0.555555555556,0.5,0,22.1111111111,24.0,-1,0.674576271186,0.325423728814,1,0.692307692308,0.307692307692,1,0.714285714286,0.285714285714,1,0.5,0.5,0,12.75,16.75,-1,0.132124352332,0.867875647668,-1,0.166666666667,0.833333333333,-1,0.166666666667,0.833333333333,-1,0.65,0.321428571429,1,18.7,22.25,-1,0.375125376128,0.624874623872,-1,0.416666666667,0.583333333333,0,0.590909090909,0.409090909091,0,0.230769230769,0.125,0,14.5384615385,11.125,1,0.679856115108,0.320143884892,1,0.619047619048,0.380952380952,1,0.75,0.25,1
12-236X,0,3/19/2013,3,2013,KATHLEEN SEBELIUS SECRETARY OF HEALTH AND HUMAN SERVICES PETITIONER v. MELISSA CLOER,-16,-1.0,-1.0,-0.333333333,-0.5,-0.5,5/20/2013,9.0,0.0,0.0,-1,-1,0,1,-1,0.017578125,-0.201587302,0.034392857,0.410576259,0.131608947,2.0,0.0,13.0,13.0,1,2.0,11.0,6,12.0,1,1,0,393,0,8,0,21,1,185,95,4,1,11,4,148,123,1,2,8,8,79,439,0,7,5,15,302,139,2,3,18,5,0.298,0.432,0.380952380952,0.0,1,18.7142857143,0.0,1,1.0,0.0,1,0.954545454545,0.0454545454545,1,1.0,0.0,1,0.363636363636,0.25,0,16.8181818182,23.75,-1,0.660714285714,0.339285714286,1,0.733333333333,0.266666666667,1,0.8,0.2,1,0.125,0.25,0,18.5,15.375,1,0.546125461255,0.453874538745,0,0.5,0.5,0,0.333333333333,0.666666666667,-1,0.0,0.466666666667,-1,15.8,29.2666666667,-1,0.15250965251,0.84749034749,-1,0.25,0.75,-1,0.0,1.0,-1,0.111111111111,0.6,-1,16.7777777778,27.8,-1,0.684807256236,0.315192743764,1,0.782608695652,0.217391304348,1,0.4,0.6,0
12-246X,-1,4/17/2013,4,2013,GENOVEVO SALINAS PETITIONER v. TEXAS,9,-0.272727273,0.0,0.0,-1.0,1.0,6/17/2013,5.0,4.0,0.0,-1,1,-1,-1,1,-0.119498626,0.010650794,0.225892857,-0.266964286,-0.014285714,3.0,5.0,0.0,0.0,1,1.0,2.0,1,8.0,1,0,0,541,344,6,16,31,29,91,234,1,2,4,9,278,54,7,1,17,5,158,46,3,1,12,3,0,151,0,9,1,12,0.737,0.936,0.193548387097,0.551724137931,-1,17.4516129032,11.8620689655,1,0.611299435028,0.388700564972,1,0.516666666667,0.483333333333,0,0.272727272727,0.727272727273,-1,0.25,0.222222222222,0,22.75,26.0,-1,0.28,0.72,-1,0.307692307692,0.692307692308,-1,0.333333333333,0.666666666667,-1,0.411764705882,0.2,1,16.3529411765,10.8,1,0.83734939759,0.16265060241,1,0.772727272727,0.227272727273,1,0.875,0.125,1,0.25,0.333333333333,0,13.1666666667,15.3333333333,-1,0.774509803922,0.225490196078,1,0.8,0.2,1,0.75,0.25,1,0.0,0.75,-1,0.0,12.5833333333,-1,0.0,1.0,-1,0.0769230769231,0.923076923077,-1,0.0,1.0,-1
